quarter,TSO,wind_mwh,load_mwh,S,cr_hat
2045Q3,TenneT,8225288.319840624,36739901.247169994,0.2238788902698589,0.10857996052575876
2045Q4,TenneT,14741272.76693069,40173712.87589838,0.3669382716122934,0.1305764945750531
2046Q1,TenneT,15963121.23101697,40906688.231122956,0.39023254927960116,0.13415817769890334
2046Q2,TenneT,9886253.766923083,36287833.45081849,0.2724399013879429,0.11604660776345552
2046Q3,TenneT,8307541.20303903,36923600.75340583,0.22499271559458464,0.10875122015550406
2046Q4,TenneT,14888685.494599998,40374581.440277874,0.3687638351526531,0.13085718969758095
2021Q1,TransnetBW,982592.6868155334,14907943.888683865,0.06591067783407661,0.001822947089878152
2021Q2,TransnetBW,527448.8774056936,13084479.565202389,0.04031103222541776,0.002714510254756039
2021Q3,TransnetBW,399061.20892765094,13197586.721116466,0.030237437901365943,0.0030653450192111263
2021Q4,TransnetBW,829085.9884025174,14552773.808496533,0.056970993936459144,0.0021342909651258547
2022Q1,TransnetBW,992418.6136836888,14982483.608127283,0.06623859165414665,0.0018115267800934733
2022Q2,TransnetBW,532723.3661797505,13149901.963028401,0.040511584624549186,0.0027075255826075686
2022Q3,TransnetBW,403051.8210169275,13263574.654722048,0.030387872915800605,0.003060105793651985
2022Q4,TransnetBW,837376.8482865426,14625537.677539015,0.05725443171723755,0.0021244196298448974
2023Q1,TransnetBW,1002342.7998205257,15057396.026167918,0.06656813688625683,0.0018000496528471806
2023Q2,TransnetBW,538050.5998415481,13215651.47284354,0.040713134796810636,0.0027005061608464213
2023Q3,TransnetBW,407082.33922709676,13329892.527995655,0.030539056363142903,0.0030548405022940463
2023Q4,TransnetBW,845750.616769408,14698665.365926707,0.05753927963622879,0.002114499183443138
2024Q1,TransnetBW,1012366.227818731,15132683.006298756,0.06689932164688499,0.001788515425465334
2024Q2,TransnetBW,543431.1058399635,13281729.730207758,0.040915687706247504,0.002693451816588952
2024Q3,TransnetBW,411153.1626193677,13396541.990635633,0.030690991966939633,0.003049549015456711
2024Q4,TransnetBW,854208.1229371021,14772158.69275634,0.057825544709045856,0.0021045293815866485
2025Q1,TransnetBW,1022489.8900969182,15208346.421330249,0.06723215409288939,0.001776923813867657
2025Q2,TransnetBW,548865.4168983632,13348138.378858794,0.04111924834160198,0.002686362376091392
2025Q3,TransnetBW,415264.6942455614,13463524.70058881,0.03084368346926272,0.0030442312028142147
2025Q4,TransnetBW,862750.2041664731,14846019.48622012,0.0581132339862053,0.00209450997872589
2026Q1,TransnetBW,1032714.7889978875,15284388.153436897,0.06756664242170976,0.001765274532560538
2026Q2,TransnetBW,554354.0710673467,13414879.070753088,0.04132382171643581,0.002679237664745586
2026Q3,TransnetBW,419417.34118801705,13530842.324091753,0.030997134630801344,0.0030388869333924026
2026Q4,TransnetBW,871377.7062081379,14920249.583651219,0.05840235455330085,0.00208444072808971
2027Q1,TransnetBW,1043041.9368878665,15360810.094204081,0.06790279487156901,0.001753567294630002
2027Q2,TransnetBW,559897.6117780203,13481953.466106853,0.04152941286925391,0.002672077507074676
2027Q3,TransnetBW,423611.51459989726,13598496.53571221,0.031151349230954594,0.0030335160755655087
2027Q4,TransnetBW,880091.4832702193,14994850.831569472,0.05869291353117798,0.0020743213816792165
2028Q1,TransnetBW,1053472.356256745,15437614.1446751,0.06824061972167633,0.001741801811734639
2028Q2,TransnetBW,565496.5878958005,13549363.233437384,0.04173602686362832,0.0026648817267287857
2028Q3,TransnetBW,427847.6297458962,13666489.01839077,0.03130633106792452,0.0030281184970529056
2028Q4,TransnetBW,888892.3981029216,15069825.085727317,0.05898491807610923,0.002064151690261709
2029Q1,TransnetBW,1064007.0798193126,15514802.215398472,0.06858012529243096,0.0017299777940985028
2029Q2,TransnetBW,571151.5537747585,13617110.04960457,0.04194366878832299,0.0026576501464806827
2029Q3,TransnetBW,432126.10604335513,13734821.463482723,0.031462083958809714,0.003022694064915867
2029Q4,TransnetBW,897781.3220839506,15145174.211155953,0.059278375379970466,0.002053931403364514
2030Q1,TransnetBW,1074647.1506175057,15592376.226475464,0.06892131994562713,0.001718094950503974
2030Q2,TransnetBW,576863.0693125061,13685195.59985259,0.042152343757419136,0.002650382588221388
2030Q3,TransnetBW,436447.3671037887,13803495.570800135,0.03161861173969932,0.0030172426455542627
2030Q4,TransnetBW,906759.1353047902,15220900.082211731,0.05957329267041809,0.002043660269268825
2031Q1,TransnetBW,1085393.6221236805,15670338.10760784,0.06926421208466009,0.001706152988284599
2031Q2,TransnetBW,582631.7000056312,13753621.577851852,0.04236205691044112,0.0026430788729558292
2031Q3,TransnetBW,440811.8407748266,13872513.048654133,0.03177591826576748,0.0030117641047032982
2031Q4,TransnetBW,915826.7266578382,15297004.58262279,0.05986967721106694,0.0020333380350035027
2032Q1,TransnetBW,1096247.5583449174,15748689.798145877,0.06960881015473304,0.0016941516133178666
2032Q2,TransnetBW,588458.0170056875,13822389.685741112,0.04257281341248312,0.0026357388207984035
2032Q3,TransnetBW,445219.9591825749,13941875.613897402,0.03193400741136832,0.0030062583074301867
2032Q4,TransnetBW,924984.9939244165,15373489.605535902,0.06016753630166927,0.00202296444633885
2033Q1,TransnetBW,1107210.0339283668,15827433.247136606,0.06995512264306507,0.0016820905300179607
2033Q2,TransnetBW,594342.5971757444,13891501.634169815,0.04278461845433627,0.002628362250968557
2033Q3,TransnetBW,449672.1587744006,14011584.991966886,0.03209288307013135,0.003000725118130841
2033Q4,TransnetBW,934234.8438636607,15450357.05356358,0.060466877278294494,0.0020125392477803455
2034Q1,TransnetBW,1118282.1342676503,15906570.413372288,0.07030315807910022,0.0016699694413285088
2034Q2,TransnetBW,600286.0231475019,13960959.142340662,0.042997477252616566,0.002620948981786317
2034Q3,TransnetBW,454168.8803621446,14081642.91692672,0.03225254915505738,0.0029951644005265267
2034Q4,TransnetBW,943577.1923022972,15527608.838831395,0.0607677075135099,0.002002062182562346
2035Q1,TransnetBW,1129464.9556103267,15986103.265439145,0.07065292503471764,0.0016577880487152231
2035Q2,TransnetBW,606288.8833789768,14030763.938052364,0.04321139504989326,0.0026134988306678528
2035Q3,TransnetBW,458710.56916576606,14152051.131511353,0.03241300959861488,0.002989576017660499
2035Q4,TransnetBW,953012.9642253201,15605246.883025551,0.06107003441656218,0.001991532992641768
2036Q1,TransnetBW,1140759.6051664301,16066033.78176634,0.07100443212444262,0.0016455460521585946
2036Q2,TransnetBW,612351.7722127666,14100917.757742623,0.043426377114818115,0.002606011614120933
2036Q3,TransnetBW,463297.67485742376,14222811.387168907,0.03257426835283685,0.002983959831894638
2036Q4,TransnetBW,962543.0938675734,15683273.117440678,0.061373865433560014,0.001980951418691739
2037Q1,TransnetBW,1152167.2012180944,16146363.950675167,0.07135768800565877,0.0016332431501464538
2037Q2,TransnetBW,618475.2899348943,14171422.346531335,0.043642428742255025,0.0025984871477404484
2037Q3,TransnetBW,467930.651605998,14293925.444104752,0.03273632938941813,0.002978315704906063
2037Q4,TransnetBW,972168.5248062492,15761689.48302788,0.061679208047657336,0.001970317200095186
2038Q1,TransnetBW,1163688.8732302755,16227095.770428544,0.07171270137882124,0.001620879039666595
2038Q2,TransnetBW,624660.0428342433,14242279.458263991,0.04385955525341052,0.002590925246203843
2038Q3,TransnetBW,472609.95812205796,14365395.071325272,0.032899196699813255,0.002972643497683714
2038Q4,TransnetBW,981890.2100543117,15840497.930443017,0.06198606977923773,0.001959630074938455
2039Q1,TransnetBW,1175325.7619625782,16308231.249280684,0.07206948098767112,0.0016084534161992722
2039Q2,TransnetBW,630906.6432625856,14313490.855555309,0.04407776199596481,0.002583325723266555
2039Q3,TransnetBW,477336.05770327855,14437222.0466819,0.03306287429533471,0.0029669430705249362
2039Q4,TransnetBW,991709.1121548549,15919700.42009523,0.062294458186099626,0.0019488897800048234
2040Q1,TransnetBW,1187079.019582204,16389772.405527085,0.07242803561945059,0.0015959659737097218
2040Q2,TransnetBW,637215.7096952115,14385058.309833085,0.044297054344203446,0.002575688391757442
2040Q3,TransnetBW,482109.41828031134,14509408.156915307,0.0332273662072518,0.002961214283032032
2040Q4,TransnetBW,1001626.2032764034,15999298.922195705,0.06260438086364241,0.0019380960507680428
2041Q1,TransnetBW,1198949.809778026,16471721.26755472,0.0727883741051195,0.0015834164046406272
2041Q2,TransnetBW,643587.8667921636,14456983.60138225,0.04451743769914973,0.002568013063574154
2041Q3,TransnetBW,486930.51246311446,14581955.197699882,0.03339267648688988,0.0029554569941088182
2041Q4,TransnetBW,1011642.4653091675,16079295.416806683,0.06291584544505358,0.0019272486213858
2042Q1,TransnetBW,1210939.3078758062,16554079.873892492,0.07315050531957283,0.0015708043999045178
2042Q2,TransnetBW,650023.7454600853,14529268.519389158,0.04473891748869775,0.002560299549678513
2042Q3,TransnetBW,491799.81758774567,14654864.973688379,0.033558809205730136,0.0029496710619571244
2042Q4,TransnetBW,1021758.8899622591,16159691.893890712,0.06322885960149663,0.0019163472246932003
2043Q1,TransnetBW,1223048.7009545644,16636850.273261953,0.07351443818185927,0.0015581296488761942
2043Q2,TransnetBW,656523.9829146862,14601914.861986103,0.04496149916774601,0.002552547660091848
2043Q3,TransnetBW,496717.81576362305,14728139.298556818,0.03372576845550989,0.002943856344073341
2043Q4,TransnetBW,1031976.4788618817,16240490.353360163,0.0635434310423001,0.0019053915921961595
2044Q1,TransnetBW,1235279.18796411,16720034.52462826,0.07388018165540088,0.0015453918393850373
2044Q2,TransnetBW,663089.222743833,14674924.43629603,0.045185188218331805,0.002544757203890323
2044Q3,TransnetBW,501684.9939212593,14801779.995049601,0.033893558348323374,0.0029380126972448593
2044Q4,TransnetBW,1042296.2436505004,16321692.805126963,0.06385956751514738,0.0018943814540648071
2045Q1,TransnetBW,1247631.9798437513,16803634.697251398,0.07424774474821384,0.0015325906577073577
2045Q2,TransnetBW,669720.1149712714,14748299.058477508,0.04540999014976631,0.0025369279892002335
2045Q3,TransnetBW,506701.8438604719,14875788.89502485,0.034062183016722994,0.002932139977546582
2045Q4,TransnetBW,1052719.2060870056,16403301.269152595,0.06417727680626753,0.0018833165391268294
2046Q1,TransnetBW,1260108.2996421887,16887652.870737657,0.0746171365131303,0.001519725788558645
2046Q2,TransnetBW,676417.316120984,14822040.553769896,0.04563591049877012,0.0025290598231932776
2046Q3,TransnetBW,511768.86229907663,14950167.83949997,0.03423164661382112,0.00292623804033737
2046Q4,TransnetBW,1063246.3981478757,16485317.775498357,0.06449656674062708,0.0018721965748607974
